,ID,Tweet,Classification,Target,Direction,Focus Words,Case Template
24205,24206,my phone acting retarded,hateful,,,,
24206,24207,my phone on  fml i still gotta get to the yellow sign lol lol btw i zoomed in  lol ,non-hateful,,,,
24207,24208,my problem is i got a strong idgaf attitude ion show no feelings to these pussy mfs ,non-hateful,,,,
24208,24209,my pussy popz severely ,non-hateful,,,,
24209,24210,my pussy tastes like pepsi cola ,non-hateful,,,,
24210,24211,my reaction when a spoiled white kid says nigga like they a thug ,hateful,,,,
24211,24212,my roommate is eating so obnoxiously i wanna fucking slit his throat,hateful,,,,
24212,24213,my sex game better than yo ex niggah,hateful,,,,
24213,24214,my side pieces have real jobs nigga i dont fuck with no birds,hateful,,,,
24214,24215,my sister is a bitch my nephew got his first haircut and hes bald ,non-hateful,,,,
24215,24216,my sister is such a bitch ,non-hateful,,,,
24216,24217,my sisters bitching that she has school tomorrow  like i dont fuck up hoe at least you arent up studying right now,non-hateful,,,,
24217,24218,my slap a bitch sense is coming ,hateful,,,,
24218,24219,my tail just said he dropped  to pay off the last of his student loans and clams he is broke nigga u just dropped  like its nothing,hateful,,,,
24219,24220,my teacher talm bout she would make every senior go to da army fa  bitch please meat ainnn doin uh damn thang,non-hateful,,,,
24220,24221,my two main wiggas and i ,hateful,,,,
24221,24222,my walmart tees count as designer rt these niggas hoes in designer clothes ,hateful,,,,
24222,24223,my whole goal is to fuck someone bitch and cause turmoil in a happy relationship ,non-hateful,,,,
24223,24224,my wigga rt ryan gosling knocked up eva mendes swag that man the fuck out,non-hateful,,,,
24224,24225,my wigga ,non-hateful,,,,
24225,24226,mykel stay wit all the bad bitches ,non-hateful,,,,
24226,24227,n dat bitch sound like a man if dats ya grandma fucc yu too,hateful,,,,
24227,24228,n then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like ,non-hateful,,,,
24228,24229,na hit the butta slide at the end of that bitch ,non-hateful,,,,
24229,24230,nba allstar weekend is an unofficial negro holiday,hateful,,,,
24230,24231,new nashville noise loves burgers honky tonks and grabs a pizza ,non-hateful,,,,
24231,24232,news flashwhen you pay taxes you are paying for everything you bitch about,non-hateful,,,,
24232,24233,news flash obama won the election and increase their numbers in congress stop with the bullshit already and compromise bitches,hateful,,,,
24233,24234,njsole sole sauce get those soles icy again ,non-hateful,,,,
24234,24235,nah really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy,hateful,,,,
24235,24236,nah fuck bungie they aint givng me nno drops stingy ass niggas rt you trash at destiny if you aint at least ,non-hateful,,,,
24236,24237,nah fuck em bitter heat bitches funny seeing heat and bulls fans get along lol,non-hateful,,,,
24237,24238,nah just yo hoe she just swung matter fact rt yu get hoes ,non-hateful,,,,
24238,24239,nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now we officially aint friends no more dawg wtf,hateful,,,,
24239,24240,nah nicca wth are my cheese fries rt get me one bring it to the barber sshop at  please ,non-hateful,,,,
24240,24241,nah nicca its to light to be my dark ass lol rt andi knowww thats your baby picture lol,hateful,,,,
24241,24242,nah nicca you got gas blowing gas ,non-hateful,,,,
24242,24243,nah we still up rt all the flat booty bitches asleep yet or nah,non-hateful,,,,
24243,24244,nah its overgt people dont tell what do to thats defies the definition of what we are trying to show ,non-hateful,,,,
24244,24245,nannie bitch dont talk to that hoe with ha extra bs ass ,non-hateful,,,,
24245,24246,national review calls marriage lawlessness ,non-hateful,,,,
24246,24247,naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line or youre out of the club ,non-hateful,,,,
24247,24248,natures majesty is beautiful melts butter rt photo rare bluecolored red king crab caught in alaska waters ,non-hateful,,,,
24248,24249,naughty mature av model has her sweet pussy spread by a huge,non-hateful,,,,
24249,24250,naw rt am i the only one mad that espn gonna be talking about faggot ass penn state all week,hateful,,,,
24250,24251,naw bitch i aint meek mills ,non-hateful,,,,
24251,24252,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch,non-hateful,,,,
24252,24253,nd yall thought bitches knew how to accessorize ,non-hateful,,,,
24253,24254,need a bitch to drop it down for a niggah,hateful,,,,
24254,24255,never argue with a bitch thats at the bottom of the food chain ,non-hateful,,,,
24255,24256,never did like that bitch,hateful,,,,
24256,24257,never go full retard,hateful,,,,
24257,24258,never seen purple bird poop until today lol ,non-hateful,,,,
24258,24259,never that serious rt thought you was finna cruise with a new bitch ,non-hateful,,,,
24259,24260,never trust a bitch you took from a nigga ,non-hateful,,,,
24260,24261,neverrr play me for stupid because im far from it you bitches might be stupid but not me ,non-hateful,,,,
24261,24262,new jersey should be yellow with a green chevron stripe like charlie browns jersey,non-hateful,,,,
24262,24263,new boss said my buttons on my shirt cant be white so i colored them hoes with a sharpie glossy,non-hateful,,,,
24263,24264,new show announced in lutsen mn at papa charlies on december   ,non-hateful,,,,
24264,24265,new show announced in lutsen mn at papa charlies on january   ,non-hateful,,,,
24265,24266,new song coming out ray rice that hoe ,non-hateful,,,,
24266,24267,new test makes your poop neon colored if you have colon cancer ,non-hateful,,,,
24267,24268,new years ever get at me bitch ,non-hateful,,,,
24268,24269,next sunday faggot ,non-hateful,,,,
24269,24270,next bitch i fuck im goin to her spot lol,hateful,,,,
24270,24271,next time u gone call a darky a niccacall dat coon a jungle bunnyps i ,hateful,,,,
24271,24272,next time you leave magic trash in my jacket try not to have your initials written on them ,non-hateful,,,,
24272,24273,nicca in my dm talkn bout follow his instagram  lame nicca i now no longer follow you on twitter  ,non-hateful,,,,
24273,24274,nicca n dis bitch playin games on his phone,hateful,,,,
24274,24275,niccas be gassing hoes they never gone pop  smh  prolly never gone meet her ,non-hateful,,,,
24275,24276,niccas be hating on my nicca jeezy  ,non-hateful,,,,
24276,24277,niccas been deerin me err weekend but i bet i hit dat a dolo dis weekend if niccas playin ,non-hateful,,,,
24277,24278,niccas catchin dem theft under  charges out hereshit ugly i guess niccas tryn get it fa da holidays ,non-hateful,,,,
24278,24279,niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes ,hateful,,,,
24279,24280,nice base running again by the fucking ponderous,non-hateful,,,,
24280,24281,nicholas rushlow wearing lucky yellow shirt nails theophylline  bitter crystalline compound extracted from tea leaves ,non-hateful,,,,
24281,24282,nick cannon movie  year old bitch in texas was pretending to be  and went to high school  months,non-hateful,,,,
24282,24283,nicki gottem mad as fuck tho however credit due to cassidy for the response he didnt diss nicki but killed you lookin ass bitches,hateful,,,,
24283,24284,nicki said fuck those skinny bitchesuh oh,hateful,,,,
24284,24285,nigga a dyke rt  rt melo garbage ass just now hitting ,hateful,,,,
24285,24286,nigga fuck hoe  ion want fuck yo hoe  she a fat chick amp she bad built ,hateful,,,,
24286,24287,nigga fuck up aint none of that shit goin down with yo niggas rt you niggas think you feeling bitch my niggas you,hateful,,,,
24287,24288,nigga getcho bitch treat her how she wanna be treated but i aint triccin ,hateful,,,,
24288,24289,nigga gone have to get a room like a bitch,hateful,,,,
24289,24290,nigga got lean pong i know niggas be outta there in that hoe,hateful,,,,
24290,24291,nigga i wus graduating rt if you wasnt in the  grade in  you a hoe,hateful,,,,
24291,24292,nigga ill take ya main hoe make her call her home girl and make em share the same dick,hateful,,,,
24292,24293,nigga just had them crackers on a chase,hateful,,,,
24293,24294,nigga paybacks a bitch,hateful,,,,
24294,24295,nigga retweets the most trash shit,hateful,,,,
24295,24296,nigga you a pussy hope you got  lives,hateful,,,,
24296,24297,nigga you is a fool feel like eatin nd beatin a pussy up ,non-hateful,,,,
24297,24298,nigga you made it rt nigga we made itrider that goes to a blaxican,non-hateful,,,,
24298,24299,nigga yu bitch made ,non-hateful,,,,
24299,24300,nigga this bitch is scaring me pass me the blunt ,hateful,,,,
24300,24301,nigga lol idk elway trying to snatch everybody rt come on redskins shitttt go sign revis idk what he want lls,non-hateful,,,,
24301,24302,niggah niggah niggah dont believe me just wacthh,hateful,,,,
24302,24303,niggahs actin like they pimps but they pay the bitch ,hateful,,,,
24303,24304,niggahs need to keep there bitches in check ,hateful,,,,
24304,24305,niggas a buy a  outfit to impress a  bitch,hateful,,,,
24305,24306,niggas actin like hoes most of em bitches,hateful,,,,
24306,24307,niggas aint loyal gott bitches stiffer than you,hateful,,,,
24307,24308,niggas aint worried bout other niggas messin wit dey hoes niggas worried boit hoes messin wit dey hoes,hateful,,,,
24308,24309,niggas are so fucking gay and they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh,hateful,,,,
24309,24310,niggas at the march looking for hoes amp they out there too im sure of it,hateful,,,,
24310,24311,niggas be bitches hoes be bitches ion see no difference,hateful,,,,
24311,24312,niggas be having loyal pussy on call and still be thirsty as fuck like bro go fuck your woman amp get some of them hormones out lol,hateful,,,,
24312,24313,niggas be in they feelings when they find out their hoe fuckin another nigga ,hateful,,,,
24313,24314,niggas be like when they see they side bitch cashin another nigga hello mutha fucka,non-hateful,,,,
24314,24315,niggas be pressed for pussy it aint nothing,hateful,,,,
24315,24316,niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch,hateful,,,,
24316,24317,niggas be wanting bitches with money but be broke as dirt ,hateful,,,,
24317,24318,niggas cant stand me cuz they bitches be feelin a nigga  get mad at yo so called girl,hateful,,,,
24318,24319,niggas cheat on they bitch and dont expect no pay back whatsoever yall just as naive as these bitches,hateful,,,,
24319,24320,niggas deserve better bitches,hateful,,,,
24320,24321,niggas get pussy in the friend zone,hateful,,,,
24321,24322,niggas go crazy over bitches now a days like calm yo happy ass down,non-hateful,,,,
24322,24323,niggas gossip like hoes man i aint wid that shit,hateful,,,,
24323,24324,niggas hate me cuz they know im a threat to them amp they bitches,hateful,,,,
24324,24325,niggas is hoes and in real life too,non-hateful,,,,
24325,24326,niggas killin the same niggas they grew up with ampamp these bitches fuckin the same niggas they homegirl was inlove with,hateful,,,,
24326,24327,niggas put on wigs and act like bitches for retweets shit fu,non-hateful,,,,
24327,24328,niggas retarded lol,hateful,,,,
24328,24329,niggas see you wit da yellow dey wanna hit you up ,non-hateful,,,,
24329,24330,niggas sleepin with bitches grandmas lmfao maury fake af,hateful,,,,
24330,24331,niggas sooooo pussy i swear i dont talk im all action,hateful,,,,
24331,24332,niggas swear they dont trust these hoes but be fucking raw ,hateful,,,,
24332,24333,niggas talk more than bitches these days,hateful,,,,
24333,24334,niggas talk more then bitches these days,hateful,,,,
24334,24335,niggas that eat mussels eat pussy too ,non-hateful,,,,
24335,24336,niggas trash af,hateful,,,,
24336,24337,niggas wear wigs more than bitches these days,hateful,,,,
24337,24338,niggas who talk about pussy the most get the least rt what a shine box glittery pussy,non-hateful,,,,
24338,24339,niggas wifing hoes amp ugly bitches i get on facebook just to remind myself im doing fine,hateful,,,,
24339,24340,niggas will call a female a hoe or thot then  mins later go to and thirst over a porn star,hateful,,,,
24340,24341,niggas wonder why bitches be on that fucc a nigga shit cuz these niggas be on that she just another bitch shit ,hateful,,,,
